word,part_of_speech,meaning,example
chuối mắn,danh từ,chuối quả nhỏ và mập: ngón tay chuối mắn (ngắn và mập),ngón tay chuối mắn (ngắn và mập)
chuột rút,danh từ,hiện tượng bắp thịt bị co rút và đau đột ngột: đang bơi thì bị chuột rút,đang bơi thì bị chuột rút
chút đỉnh,danh từ,"một phần nào đó rất nhỏ, coi như không đáng là bao: cố ăn chút đỉnh cho lại người * khá hơn chút đỉnh",cố ăn chút đỉnh cho lại người * khá hơn chút đỉnh
chút xíu,danh từ,"(khẩu ngữ) một chút, không đáng kể: xin thêm chút xíu muối * đợi chút xíu",xin thêm chút xíu muối * đợi chút xíu
chút chít,danh từ,"đồ chơi trẻ em giống hình búp bê, có thể phát ra tiếng kêu chút chít: con chút chít",con chút chít
chữ bát,danh từ,chữ 八 trong tiếng Hán; dùng để tả kiểu đi hai bàn chân xoạc ra hai bên: chân đi chữ bát,chân đi chữ bát
chữ điền,danh từ,"chữ 田 trong tiếng Hán, dùng để tả hình dáng vuông vức (thường của khuôn mặt): mặt vuông chữ điền",mặt vuông chữ điền
chữ cái,danh từ,kí hiệu dùng để ghi âm vị trong chữ viết ghi âm: học thuộc các chữ cái * chữ cái tiếng Việt,học thuộc các chữ cái * chữ cái tiếng Việt
chữ cái,danh từ,bảng chữ cái (nói tắt): chữ quốc ngữ dùng chữ cái Latin,chữ quốc ngữ dùng chữ cái Latin
chữ chi,danh từ,chữ 之 trong tiếng Hán; dùng để tả đường nét gấp khúc: đường chữ chi,đường chữ chi
chư hầu,danh từ,"(Từ cũ) chúa phong kiến (ở Trung Quốc thời cổ đại) bị phụ thuộc, phải phục tùng một chúa phong kiến lớn, mạnh hơn, trong quan hệ với chúa phong kiến ấy.",các nước chư hầu
chữ nghĩa,danh từ,từ ngữ và nghĩa của từ ngữ (nói khái quát): chữ nghĩa rối rắm khó hiểu * dùng sai chữ nghĩa,chữ nghĩa rối rắm khó hiểu * dùng sai chữ nghĩa
chữ nghĩa,danh từ,(khẩu ngữ) vốn học thức (nói khái quát): con người có chữ nghĩa * chữ nghĩa kém cỏi,con người có chữ nghĩa * chữ nghĩa kém cỏi
chữ nhân,danh từ,"chữ G trong tiếng Hán; dùng để tả cái có đường nét, hình dáng giống như chữ ấy: đầu chít khăn chữ nhân",đầu chít khăn chữ nhân
chữ nho,danh từ,"chữ Hán, theo cách gọi thông thường của người Việt Nam thời trước: học chữ nho * biết dăm ba chữ nho * thầy đồ dạy chữ nho",học chữ nho * biết dăm ba chữ nho * thầy đồ dạy chữ nho
chữ nôm,danh từ,"chữ viết cổ của tiếng Việt, dựa vào chữ Hán mà đặt ra: nền văn học chữ Nôm",nền văn học chữ Nôm
chữ nổi,danh từ,"hệ thống chữ viết đặc biệt, dành riêng cho người mù, gồm những chấm nổi trên mặt giấy, có thể sờ để nhận biết được: sách chữ nổi * lớp dạy chữ nổi cho người khiếm thị",sách chữ nổi * lớp dạy chữ nổi cho người khiếm thị
chữ thập,danh từ,"chữ 十 trong tiếng Hán; dùng để tả cái có hình hai đường cắt nhau vuông góc, trông giống như chữ ấy: buộc chéo hình chữ thập",buộc chéo hình chữ thập
chữ viết,danh từ,như chữ: xây dựng chữ viết cho các dân tộc thiểu số * hệ thống chữ viết tiếng Việt,xây dựng chữ viết cho các dân tộc thiểu số * hệ thống chữ viết tiếng Việt
chữ tòng,danh từ,"(cũ) nguyên tắc của lễ giáo phong kiến bắt người phụ nữ khi đã lấy chồng thì phải theo chồng, hoàn toàn phục tùng chồng (xuất giá tòng phu): ""Nàng rằng: Phận gái chữ tòng, Chàng đi, thiếp cũng quyết lòng xin đi."" (TKiều)","""Nàng rằng: Phận gái chữ tòng, Chàng đi, thiếp cũng quyết lòng xin đi."" (TKiều)"
chức danh,danh từ,"chức trên danh nghĩa, không có nhiệm vụ quản lí: chức danh phó giáo sư",chức danh phó giáo sư
chức dịch,danh từ,(cũ) người có chức vị trong bộ máy chính quyền ở làng và tổng thời trước (nói tổng quát): bọn chức dịch trong làng,bọn chức dịch trong làng
chức sắc,danh từ,(cũ) người có chức vị và phẩm hàm ở nông thôn thời trước: các chức sắc trong làng * kẻ chức sắc,các chức sắc trong làng * kẻ chức sắc
chức sắc,danh từ,người có chức vị trong một số tôn giáo: các tín đồ và chức sắc,các tín đồ và chức sắc
chức sắc,danh từ,quyền chức và địa vị (nói khái quát): không có chức sắc gì * giới chức sắc trong thành phố,không có chức sắc gì * giới chức sắc trong thành phố
chức năng,danh từ,"hoạt động, tác dụng bình thường hoặc đặc trưng của một cơ quan, một hệ cơ quan nào đó trong cơ thể: tổn thương chức năng gan * chức năng của da là bảo vệ cơ thể",tổn thương chức năng gan * chức năng của da là bảo vệ cơ thể
chức năng,danh từ,"vai trò hoặc đặc trưng của một người nào đó, một cái gì đó: chức năng của người mẹ * cơ quan chức năng",chức năng của người mẹ * cơ quan chức năng
chức phận,danh từ,(cũ) bổn phận phải làm tròn theo chức vụ của mình: làm đúng chức phận,làm đúng chức phận
chức phận,danh từ,như chức vụ: một người có chức phận,một người có chức phận
chức tước,danh từ,"(cũ) chức và tước, những danh vị thời phong kiến (nói khái quát): phong chức tước * có chức tước",phong chức tước * có chức tước
chứng chỉ,danh từ,"giấy chứng nhận trình độ học vấn hoặc chuyên môn, do cơ quan có thẩm quyền cấp: chứng chỉ tin học * cấp chứng chỉ",chứng chỉ tin học * cấp chứng chỉ
chừng đỗi,danh từ,"(khẩu ngữ, hiếm) như chừng mực: chơi bời gì cũng phải có chừng đỗi",chơi bời gì cũng phải có chừng đỗi
chừng mực,danh từ,mức độ vừa phảI: ăn tiêu có chừng mực * làm gì cũng phải có chừng mực nhất định,ăn tiêu có chừng mực * làm gì cũng phải có chừng mực nhất định
chứng thư,danh từ,(cũ) giấy tờ để làm bằng: chiếu theo các chứng thư để lại,chiếu theo các chứng thư để lại
chứng thư,danh từ,"giấy chứng nhận (về đặc điểm, chất lượng hàng hoá) có giá trị pháp lí: cấp chứng thư giám định hàng hoá * lập chứng thư cho lô hàng mới nhập",cấp chứng thư giám định hàng hoá * lập chứng thư cho lô hàng mới nhập
cóc tía,danh từ,cóc có da bụng màu vàng tía.,gan cóc tía * đồ cóc tía!
cõi lòng,danh từ,(văn chương) nơi chất chứa tình cảm sâu kín của mỗi con người: tan nát cõi lòng * nỗi buồn xâm chiếm cả cõi lòng,tan nát cõi lòng * nỗi buồn xâm chiếm cả cõi lòng
cõi đời,danh từ,"(văn chương) thế giới hiện tại, nơi cuộc sống của mỗi con người trải qua với đủ buồn vui, sướng khổ: từ giã cõi đời",từ giã cõi đời
cõi tục,danh từ,(văn chương) cõi đời trần tục: xa lánh cõi tục,xa lánh cõi tục
con bạc,danh từ,kẻ đánh bạc (hàm ý coi khinh): con bạc khát nước,con bạc khát nước
con cái,danh từ,"con, những người thuộc thế hệ con (nói khái quát): chăm nom con cái * cháu là con cái nhà ai?",chăm nom con cái * cháu là con cái nhà ai?
con buôn,danh từ,"người làm nghề buôn bán, thường dùng những mánh khoé lừa lọc để kiếm lời: mánh lới con buôn * giở giọng con buôn",mánh lới con buôn * giở giọng con buôn
con cháu,danh từ,con và cháu; những người thuộc các thế hệ sau (nói khái quát): lưu truyền cho con cháu mai sau,lưu truyền cho con cháu mai sau
con chạy,danh từ,"bộ phận có thể trượt tuỳ ý theo một đường nào đó trong một số máy móc, thiết bị, dụng cụ đo: con chạy của thước kẹp",con chạy của thước kẹp
con chạy,danh từ,"kí hiệu nhấp nháy trên màn hình máy tính, chỉ vị trí kí tự kế tiếp sẽ xuất hiện, hoặc tại vị trí đó một kí tự cần được sửa đổi, thay thế hay đưa thêm vào: di chuyển con chạy",di chuyển con chạy
con chạch,danh từ,bờ đất nhỏ đắp cao vồng lên và chạy dài (tựa như lưng con chạch) để ngăn nước: be con chạch,be con chạch
con chiên,danh từ,"tín đồ Công giáo, trong quan hệ với Chúa và cha cố: một con chiên ngoan đạo",một con chiên ngoan đạo
con cúi,danh từ,dải bông cuốn lại để kéo thành sợi: xe con cúi * kéo con cúi ra chỉ,xe con cúi * kéo con cúi ra chỉ
con cúi,danh từ,"(phương ngữ) cuộn rơm tết chặt, thường dùng để giữ lửa: bện con cúi * lửa phát ra từ con cúi",bện con cúi * lửa phát ra từ con cúi
con đen,danh từ,"(cũ, văn chương) dân thường, không có địa vị trong xã hội (gọi theo quan niệm phong kiến, hàm ý coi là khờ khạo): ""Mập mờ đánh lận con đen, Bao nhiêu cũng bấy nhiêu tiền, mất chi?"" (TKiều)","""Mập mờ đánh lận con đen, Bao nhiêu cũng bấy nhiêu tiền, mất chi?"" (TKiều)"
con gái,danh từ,"người thuộc giới nữ còn ít tuổi, chưa có chồng: đã qua thời con gái * ""Thưa rằng: bác mẹ em răn, Làm thân con gái chớ ăn trầu người."" (Cdao)","đã qua thời con gái * ""Thưa rằng: bác mẹ em răn, Làm thân con gái chớ ăn trầu người."" (Cdao)"
con gái,danh từ,"(cây lúa) thời kì đang độ phát triển mạnh, đẻ nhánh nhiều: lúa đang thì con gái",lúa đang thì con gái
con hát,danh từ,"(cũ) người làm nghề đàn hát (gọi theo quan niệm thời trước, với ý coi khinh): bọn con hát",bọn con hát
con đội,danh từ,bộ phận dùng để kê hoặc đội bộ phận khác: thay con đội ở các mố cầu,thay con đội ở các mố cầu
con giống,danh từ,"đồ chơi của trẻ em hình các giống vật, thường nặn bằng bột: đồ chơi nặn hình con giống",đồ chơi nặn hình con giống
con giống,danh từ,"hình các giống vật trang trí trên vải vóc, quần áo, v.v.: tranh con giống * áo thêu con giống",tranh con giống * áo thêu con giống
con giống,danh từ,"cây hoặc con vật nhỏ dùng để cấy trồng, chăn nuôi hoặc gây giống: trồng một ít con giống su hào * lựa con giống rất kĩ trước khi thả nuôi",trồng một ít con giống su hào * lựa con giống rất kĩ trước khi thả nuôi
con giáp,danh từ,"(khẩu ngữ) tên gọi chung các con vật ứng với tuổi của mỗi người, theo quan niệm cổ truyền: 12 con giáp * hơn nhau một con giáp (hơn một tuổi)",12 con giáp * hơn nhau một con giáp (hơn một tuổi)
con mọn,danh từ,"con còn rất nhỏ, đang đòi hỏi phải chăm sóc nhiều: bận con mọn",bận con mọn
con lăn,danh từ,vật hình trụ hoặc hình tròn xoay quanh trục của nó hoặc lăn trên mặt của vật khác: hệ thống con lăn trên đà tàu,hệ thống con lăn trên đà tàu
con lắc,danh từ,"vật nặng treo vào một điểm hoặc một trục cố định, dao động do tác dụng của trọng lực: con lắc đồng hồ",con lắc đồng hồ
con một,danh từ,"đứa con duy nhất của gia đình: là con một nên được cha mẹ chiều * ""Về bên trai, chàng là con một, hai chị chàng lại lấy chồng sớm."" (KhHưng; 2)","là con một nên được cha mẹ chiều * ""Về bên trai, chàng là con một, hai chị chàng lại lấy chồng sớm."" (KhHưng; 2)"
con nhỏ,danh từ,(phương ngữ) con bé: con nhỏ ghê thiệt! * con nhỏ coi vậy mà khá!,con nhỏ ghê thiệt! * con nhỏ coi vậy mà khá!
con người,danh từ,"người, về mặt những đặc trưng bản chất nào đó: cuộc sống của con người * xây dựng con người mới",cuộc sống của con người * xây dựng con người mới
con nít,danh từ,những đứa trẻ (nói khái quát): bọn trẻ con trong xóm * trẻ con mất lòng người lớn (tng),bọn trẻ con trong xóm * trẻ con mất lòng người lớn (tng)
con nhà,danh từ,"(cũ, khẩu ngữ) con cái của gia đình dòng dõi, có nền nếp gia giáo: tiểu thư ra dáng con nhà * ""Họ Vương tên gọi Hỉ đồng, Bút nghiên tay giỏi, nghi dung con nhà."" (NĐM)","tiểu thư ra dáng con nhà * ""Họ Vương tên gọi Hỉ đồng, Bút nghiên tay giỏi, nghi dung con nhà."" (NĐM)"
